locale,text_key,text_value,context,status,enabled
en-US,TXT_P04_NAV_KINGDOM,Kingdom,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_NAV_MENU,Menu,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_NAV_MERCENARIES,Mercenaries,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_NAV_RECRUIT,Recruit,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_NAV_REGION,Region,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_ACTIVE,Active,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_BUILDABLE,Ready to build,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_BUILDING,Building,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_LOCKED,Locked,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_STOPPED,Stopped,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STATE_UPGRADING,Upgrading,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_STOP_NPC_REQUIRED,Assign the required management NPC to activate.,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TAB_OPERATIONS,Operations,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TAB_OVERVIEW,Overview,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TAB_STAFF,Staff,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TAB_UPGRADE,Upgrade,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TIMER_TICK_DESC,Facility remaining-time display interval,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TIME_FINISHES,Finishes at {time},P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_TIME_REMAINING,Time remaining: {time},P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_CONTENT,Kingdom,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_EMPTY,No facility data is available.,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_ERROR,Kingdom cannot be displayed.,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_LOADING,Loading kingdom…,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_LOCKED,This facility is locked.,P04_UI,CONFIRMED,TRUE
en-US,TXT_P04_UI_OFFLINE,Offline: local facility management remains available.,P04_UI,CONFIRMED,TRUE
ko-KR,NARRATIVE_FINAL_CLEAR,왕국은 다시 세워졌지만 세계의 위협은 아직 끝나지 않았다.,CORE,CONFIRMED,TRUE
ko-KR,NARRATIVE_OPENING_1,몬스터의 침공으로 왕국은 폐허가 되었다.,CORE,CONFIRMED,TRUE
ko-KR,NARRATIVE_OPENING_2,마지막 거점을 복구하고 용병과 장인을 모아야 한다.,CORE,CONFIRMED,TRUE
ko-KR,TXT_ACTIVE_MERC_CAP_V1_DESCRIPTION,1.0 활동 상한,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_BOSS_DRAGON_NAME,잿빛 고룡,MONSTER_NAME,TUNABLE,TRUE
ko-KR,TXT_BOSS_HYDRA_NAME,역병 히드라,MONSTER_NAME,TUNABLE,TRUE
ko-KR,TXT_CURRENCY_KINGDOM_GOLD_NAME,왕국 골드,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_PREMIUM_FREE_NAME,무료 프리미엄,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_PREMIUM_PAID_NAME,유료 프리미엄,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_CURRENCY_SPECIAL_RECRUIT_TICKET_NAME,특별 모집권,CURRENCY_NAME,CONFIRMED,TRUE
ko-KR,TXT_DEFAULT_HP_RETURN_THRESHOLD_DESCRIPTION,기본 귀환 체력,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_DISMANTLE_ENHANCE_REFUND_DESCRIPTION,강화 재료 환급,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_EQUIPMENT_UPGRADE_THRESHOLD_DESCRIPTION,자동 교체 최소 개선,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_ARCHER_NAME,고룡 날개활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_CLERIC_NAME,재의 성휘,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_GUARDIAN_NAME,잿빛 용린갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_MAGE_NAME,고룡심장 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_DRAGON_WARRIOR_NAME,잿빛 고룡검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_ARCHER_NAME,독사의 눈 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_CLERIC_NAME,정화의 성배,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_GUARDIAN_NAME,히드라 비늘 수호갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_MAGE_NAME,역병 가지 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_BOSS_HYDRA_WARRIOR_NAME,히드라 송곳니 대검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_ARCHER_WEAPON_NAME,개척자의 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLERIC_WEAPON_NAME,개척자의 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLOTH_ARMOR_NAME,개척자의 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_CLOTH_HELMET_NAME,개척자의 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_GUARDIAN_WEAPON_NAME,개척자의 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_GUARD_ACCESSORY_NAME,개척자의 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_HEAVY_ARMOR_NAME,개척자의 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_HEAVY_HELMET_NAME,개척자의 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_LIGHT_ARMOR_NAME,개척자의 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_LIGHT_HELMET_NAME,개척자의 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_MAGE_WEAPON_NAME,개척자의 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_POWER_ACCESSORY_NAME,개척자의 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_WARRIOR_WEAPON_NAME,개척자의 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T1_WISDOM_ACCESSORY_NAME,개척자의 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_ARCHER_WEAPON_NAME,어둠숲 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLERIC_WEAPON_NAME,어둠숲 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLOTH_ARMOR_NAME,어둠숲 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_CLOTH_HELMET_NAME,어둠숲 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_GUARDIAN_WEAPON_NAME,어둠숲 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_GUARD_ACCESSORY_NAME,어둠숲 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_HEAVY_ARMOR_NAME,어둠숲 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_HEAVY_HELMET_NAME,어둠숲 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_LIGHT_ARMOR_NAME,어둠숲 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_LIGHT_HELMET_NAME,어둠숲 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_MAGE_WEAPON_NAME,어둠숲 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_POWER_ACCESSORY_NAME,어둠숲 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_WARRIOR_WEAPON_NAME,어둠숲 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T2_WISDOM_ACCESSORY_NAME,어둠숲 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_ARCHER_WEAPON_NAME,철맥 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLERIC_WEAPON_NAME,철맥 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLOTH_ARMOR_NAME,철맥 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_CLOTH_HELMET_NAME,철맥 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_GUARDIAN_WEAPON_NAME,철맥 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_GUARD_ACCESSORY_NAME,철맥 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_HEAVY_ARMOR_NAME,철맥 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_HEAVY_HELMET_NAME,철맥 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_LIGHT_ARMOR_NAME,철맥 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_LIGHT_HELMET_NAME,철맥 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_MAGE_WEAPON_NAME,철맥 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_POWER_ACCESSORY_NAME,철맥 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_WARRIOR_WEAPON_NAME,철맥 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T3_WISDOM_ACCESSORY_NAME,철맥 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_ARCHER_WEAPON_NAME,독안개 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLERIC_WEAPON_NAME,독안개 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLOTH_ARMOR_NAME,독안개 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_CLOTH_HELMET_NAME,독안개 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_GUARDIAN_WEAPON_NAME,독안개 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_GUARD_ACCESSORY_NAME,독안개 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_HEAVY_ARMOR_NAME,독안개 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_HEAVY_HELMET_NAME,독안개 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_LIGHT_ARMOR_NAME,독안개 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_LIGHT_HELMET_NAME,독안개 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_MAGE_WEAPON_NAME,독안개 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_POWER_ACCESSORY_NAME,독안개 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_WARRIOR_WEAPON_NAME,독안개 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T4_WISDOM_ACCESSORY_NAME,독안개 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_ARCHER_WEAPON_NAME,빙결 유적 활,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLERIC_WEAPON_NAME,빙결 유적 성직 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLOTH_ARMOR_NAME,빙결 유적 로브,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_CLOTH_HELMET_NAME,빙결 유적 로브 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_GUARDIAN_WEAPON_NAME,빙결 유적 수호 철퇴,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_GUARD_ACCESSORY_NAME,빙결 유적 수호 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_HEAVY_ARMOR_NAME,빙결 유적 중갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_HEAVY_HELMET_NAME,빙결 유적 중갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_LIGHT_ARMOR_NAME,빙결 유적 경갑,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_LIGHT_HELMET_NAME,빙결 유적 경갑 투구,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_MAGE_WEAPON_NAME,빙결 유적 지팡이,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_POWER_ACCESSORY_NAME,빙결 유적 힘의 부적,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_WARRIOR_WEAPON_NAME,빙결 유적 검,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_EQ_T5_WISDOM_ACCESSORY_NAME,빙결 유적 지혜의 펜던트,EQUIPMENT_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L1_EFFECT,하급 포션,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L2_EFFECT,중급·해독제,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L3_EFFECT,상급·저항약,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_L4_EFFECT,레이드 포션,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_ALCHEMY_NAME,연금술 공방,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L1_EFFECT,T1 제작·분해,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L2_EFFECT,T2·강화 +5,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L3_EFFECT,T3/T4·강화 +8·제련,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_L4_EFFECT,T5·보스 장비·강화 +10,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_BLACKSMITH_NAME,대장간,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L1_EFFECT,정식 승급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L2_EFFECT,숙련 승급·지역 정책,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L3_EFFECT,정예 승급·레이드 준비,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_L4_EFFECT,영웅·전설 승급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_GUILD_NAME,모험가 길드,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L1_EFFECT,기본 치료,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L2_EFFECT,치료 시간 -15%,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L3_EFFECT,상태 이상 치료,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_L4_EFFECT,치료 시간 -35%,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_INFIRMARY_NAME,치료소,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L1_EFFECT,활동 4/보유 8,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L2_EFFECT,활동 8/보유 12,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L3_EFFECT,활동 12/보유 18,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_L4_EFFECT,활동 16/보유 24,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_LODGE_NAME,용병 숙소,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L1_EFFECT,기본 매입·판매,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L2_EFFECT,가격 정책·재고 목표,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L3_EFFECT,희귀 장비 취급,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_L4_EFFECT,보스 장비 진열,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_STORE_NAME,상점,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L1_EFFECT,"후보 3명, C/B/A",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L2_EFFECT,"후보 4명, B/A 확률 증가",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L3_EFFECT,"후보 5명, A 확률 증가",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_L4_EFFECT,"후보 잠금 2칸, 최고 A 확률",FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_TAVERN_NAME,주점,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L1_EFFECT,용량 200,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L2_EFFECT,용량 500·예약 재고,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L3_EFFECT,용량 1200,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_L4_EFFECT,용량 3000·필터,FACILITY_EFFECT,TUNABLE,TRUE
ko-KR,TXT_FAC_WAREHOUSE_NAME,창고,FACILITY_NAME,TUNABLE,TRUE
ko-KR,TXT_GRADE_A_NAME,A,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_B_NAME,B,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_C_NAME,C,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_SS_NAME,SS,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_GRADE_S_NAME,S,MERCENARY_GRADE_NAME,CONFIRMED,TRUE
ko-KR,TXT_INVENTORY_RETURN_THRESHOLD_DESCRIPTION,귀환 임계치,RUNTIME_CONFIG_DESCRIPTION,TUNABLE,TRUE
ko-KR,TXT_JOB_ARCHER_NAME,궁수,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_ARCHER_NOTES,원거리 단일 딜러,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_CLERIC_NAME,성직자,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_CLERIC_NOTES,회복·보조,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_GUARDIAN_NAME,수호자,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_GUARDIAN_NOTES,도발·피해 흡수,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_MAGE_NAME,마법사,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_MAGE_NOTES,범위·속성 공격,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_JOB_WARRIOR_NAME,전사,JOB_NAME,CONFIRMED,TRUE
ko-KR,TXT_JOB_WARRIOR_NOTES,근접 균형 딜러,JOB_NOTES,CONFIRMED,TRUE
ko-KR,TXT_KINGDOM_1_NAME,폐허 전초기지,KINGDOM_STAGE_NAME,CONFIRMED,TRUE
ko-KR,TXT_KINGDOM_2_NAME,정착 마을,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_3_NAME,요새 도시,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_4_NAME,성채 수도,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_KINGDOM_5_NAME,복구된 왕국,KINGDOM_STAGE_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_ASH_CORE_NAME,잿불 핵,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_DRAGON_HEART_NAME,고룡의 심장,ITEM_NAME,TUNABLE,TRUE
ko-KR,TXT_MAT_BOSS_DRAGON_HORN_NAME,고룡의 뿔,ITEM_NAME,TUNABLE,TRUE
