rank_id,level,xp_to_next,cumulative_xp,status,enabled
RANK_ELITE,35,2936,36754,TUNABLE,TRUE
RANK_ELITE,36,3090,39690,TUNABLE,TRUE
RANK_ELITE,37,3248,42780,TUNABLE,TRUE
RANK_ELITE,38,3410,46028,TUNABLE,TRUE
RANK_ELITE,39,3576,49438,TUNABLE,TRUE
RANK_ELITE,40,3746,53014,TUNABLE,TRUE
RANK_ELITE,41,3920,56760,TUNABLE,TRUE
RANK_ELITE,42,4098,60680,TUNABLE,TRUE
RANK_ELITE,43,4280,64778,TUNABLE,TRUE
RANK_ELITE,44,4466,69058,TUNABLE,TRUE
RANK_ELITE,45,4656,73524,TUNABLE,TRUE
RANK_ELITE,46,4850,78180,TUNABLE,TRUE
RANK_ELITE,47,5048,83030,TUNABLE,TRUE
RANK_ELITE,48,5250,88078,TUNABLE,TRUE
RANK_ELITE,49,5456,93328,TUNABLE,TRUE
RANK_ELITE,50,0,98784,TUNABLE,TRUE
RANK_HERO,1,100,0,TUNABLE,TRUE
RANK_HERO,2,122,100,TUNABLE,TRUE
RANK_HERO,3,150,222,TUNABLE,TRUE
RANK_HERO,4,182,372,TUNABLE,TRUE
RANK_HERO,5,220,554,TUNABLE,TRUE
RANK_HERO,6,262,774,TUNABLE,TRUE
RANK_HERO,7,310,1036,TUNABLE,TRUE
RANK_HERO,8,362,1346,TUNABLE,TRUE
RANK_HERO,9,420,1708,TUNABLE,TRUE
RANK_HERO,10,482,2128,TUNABLE,TRUE
RANK_HERO,11,550,2610,TUNABLE,TRUE
RANK_HERO,12,622,3160,TUNABLE,TRUE
RANK_HERO,13,700,3782,TUNABLE,TRUE
RANK_HERO,14,782,4482,TUNABLE,TRUE
RANK_HERO,15,870,5264,TUNABLE,TRUE
RANK_HERO,16,962,6134,TUNABLE,TRUE
RANK_HERO,17,1060,7096,TUNABLE,TRUE
RANK_HERO,18,1162,8156,TUNABLE,TRUE
RANK_HERO,19,1270,9318,TUNABLE,TRUE
RANK_HERO,20,1382,10588,TUNABLE,TRUE
RANK_HERO,21,1500,11970,TUNABLE,TRUE
RANK_HERO,22,1622,13470,TUNABLE,TRUE
RANK_HERO,23,1750,15092,TUNABLE,TRUE
RANK_HERO,24,1882,16842,TUNABLE,TRUE
RANK_HERO,25,2020,18724,TUNABLE,TRUE
RANK_HERO,26,2162,20744,TUNABLE,TRUE
RANK_HERO,27,2310,22906,TUNABLE,TRUE
RANK_HERO,28,2462,25216,TUNABLE,TRUE
RANK_HERO,29,2620,27678,TUNABLE,TRUE
RANK_HERO,30,2782,30298,TUNABLE,TRUE
RANK_HERO,31,2950,33080,TUNABLE,TRUE
RANK_HERO,32,3122,36030,TUNABLE,TRUE
RANK_HERO,33,3300,39152,TUNABLE,TRUE
RANK_HERO,34,3482,42452,TUNABLE,TRUE
RANK_HERO,35,3670,45934,TUNABLE,TRUE
RANK_HERO,36,3862,49604,TUNABLE,TRUE
RANK_HERO,37,4060,53466,TUNABLE,TRUE
RANK_HERO,38,4262,57526,TUNABLE,TRUE
RANK_HERO,39,4470,61788,TUNABLE,TRUE
RANK_HERO,40,4682,66258,TUNABLE,TRUE
RANK_HERO,41,4900,70940,TUNABLE,TRUE
RANK_HERO,42,5122,75840,TUNABLE,TRUE
RANK_HERO,43,5350,80962,TUNABLE,TRUE
RANK_HERO,44,5582,86312,TUNABLE,TRUE
RANK_HERO,45,5820,91894,TUNABLE,TRUE
RANK_HERO,46,6062,97714,TUNABLE,TRUE
RANK_HERO,47,6310,103776,TUNABLE,TRUE
RANK_HERO,48,6562,110086,TUNABLE,TRUE
RANK_HERO,49,6820,116648,TUNABLE,TRUE
RANK_HERO,50,7082,123468,TUNABLE,TRUE
RANK_HERO,51,7350,130550,TUNABLE,TRUE
RANK_HERO,52,7622,137900,TUNABLE,TRUE
RANK_HERO,53,7900,145522,TUNABLE,TRUE
RANK_HERO,54,8182,153422,TUNABLE,TRUE
RANK_HERO,55,8470,161604,TUNABLE,TRUE
RANK_HERO,56,8762,170074,TUNABLE,TRUE
RANK_HERO,57,9060,178836,TUNABLE,TRUE
RANK_HERO,58,9362,187896,TUNABLE,TRUE
RANK_HERO,59,9670,197258,TUNABLE,TRUE
RANK_HERO,60,0,206928,TUNABLE,TRUE
RANK_LEGEND,1,120,0,TUNABLE,TRUE
RANK_LEGEND,2,147,120,TUNABLE,TRUE
RANK_LEGEND,3,180,267,TUNABLE,TRUE
RANK_LEGEND,4,219,447,TUNABLE,TRUE
RANK_LEGEND,5,264,666,TUNABLE,TRUE
RANK_LEGEND,6,315,930,TUNABLE,TRUE
RANK_LEGEND,7,372,1245,TUNABLE,TRUE
RANK_LEGEND,8,435,1617,TUNABLE,TRUE
RANK_LEGEND,9,504,2052,TUNABLE,TRUE
RANK_LEGEND,10,579,2556,TUNABLE,TRUE
RANK_LEGEND,11,660,3135,TUNABLE,TRUE
RANK_LEGEND,12,747,3795,TUNABLE,TRUE
RANK_LEGEND,13,840,4542,TUNABLE,TRUE
RANK_LEGEND,14,939,5382,TUNABLE,TRUE
RANK_LEGEND,15,1044,6321,TUNABLE,TRUE
RANK_LEGEND,16,1155,7365,TUNABLE,TRUE
RANK_LEGEND,17,1272,8520,TUNABLE,TRUE
RANK_LEGEND,18,1395,9792,TUNABLE,TRUE
RANK_LEGEND,19,1524,11187,TUNABLE,TRUE
RANK_LEGEND,20,1659,12711,TUNABLE,TRUE
RANK_LEGEND,21,1800,14370,TUNABLE,TRUE
RANK_LEGEND,22,1947,16170,TUNABLE,TRUE
RANK_LEGEND,23,2100,18117,TUNABLE,TRUE
RANK_LEGEND,24,2259,20217,TUNABLE,TRUE
RANK_LEGEND,25,2424,22476,TUNABLE,TRUE
RANK_LEGEND,26,2595,24900,TUNABLE,TRUE
RANK_LEGEND,27,2772,27495,TUNABLE,TRUE
RANK_LEGEND,28,2955,30267,TUNABLE,TRUE
RANK_LEGEND,29,3144,33222,TUNABLE,TRUE
RANK_LEGEND,30,3339,36366,TUNABLE,TRUE
RANK_LEGEND,31,3540,39705,TUNABLE,TRUE
RANK_LEGEND,32,3747,43245,TUNABLE,TRUE
RANK_LEGEND,33,3960,46992,TUNABLE,TRUE
RANK_LEGEND,34,4179,50952,TUNABLE,TRUE
RANK_LEGEND,35,4404,55131,TUNABLE,TRUE
RANK_LEGEND,36,4635,59535,TUNABLE,TRUE
RANK_LEGEND,37,4872,64170,TUNABLE,TRUE
RANK_LEGEND,38,5115,69042,TUNABLE,TRUE
RANK_LEGEND,39,5364,74157,TUNABLE,TRUE
RANK_LEGEND,40,5619,79521,TUNABLE,TRUE
RANK_LEGEND,41,5880,85140,TUNABLE,TRUE
RANK_LEGEND,42,6147,91020,TUNABLE,TRUE
RANK_LEGEND,43,6420,97167,TUNABLE,TRUE
RANK_LEGEND,44,6699,103587,TUNABLE,TRUE
RANK_LEGEND,45,6984,110286,TUNABLE,TRUE
RANK_LEGEND,46,7275,117270,TUNABLE,TRUE
RANK_LEGEND,47,7572,124545,TUNABLE,TRUE
RANK_LEGEND,48,7875,132117,TUNABLE,TRUE
RANK_LEGEND,49,8184,139992,TUNABLE,TRUE
RANK_LEGEND,50,8499,148176,TUNABLE,TRUE
RANK_LEGEND,51,8820,156675,TUNABLE,TRUE
RANK_LEGEND,52,9147,165495,TUNABLE,TRUE
RANK_LEGEND,53,9480,174642,TUNABLE,TRUE
RANK_LEGEND,54,9819,184122,TUNABLE,TRUE
RANK_LEGEND,55,10164,193941,TUNABLE,TRUE
RANK_LEGEND,56,10515,204105,TUNABLE,TRUE
RANK_LEGEND,57,10872,214620,TUNABLE,TRUE
RANK_LEGEND,58,11235,225492,TUNABLE,TRUE
RANK_LEGEND,59,11604,236727,TUNABLE,TRUE
RANK_LEGEND,60,11979,248331,TUNABLE,TRUE
RANK_LEGEND,61,12360,260310,TUNABLE,TRUE
RANK_LEGEND,62,12747,272670,TUNABLE,TRUE
RANK_LEGEND,63,13140,285417,TUNABLE,TRUE
RANK_LEGEND,64,13539,298557,TUNABLE,TRUE
RANK_LEGEND,65,13944,312096,TUNABLE,TRUE
RANK_LEGEND,66,14355,326040,TUNABLE,TRUE
RANK_LEGEND,67,14772,340395,TUNABLE,TRUE
RANK_LEGEND,68,15195,355167,TUNABLE,TRUE
RANK_LEGEND,69,15624,370362,TUNABLE,TRUE
RANK_LEGEND,70,0,385986,TUNABLE,TRUE
