asset_id,name,creator,source_url,version,acquired_date,price_krw,license,commercial_use,modification_allowed,credit_required,used_in,notes,status,enabled
ASSET_P07_ITEM_REFINE,P07 Item REFINE,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Items/REFINE; logical asset,CONFIRMED,TRUE
ASSET_P07_ITEM_RELIC,P07 Item RELIC,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Items/RELIC; logical asset,CONFIRMED,TRUE
ASSET_P07_QUALITY_QUALITY_COMMON,P07 Quality QUALITY_COMMON,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Quality/QUALITY_COMMON; logical asset,CONFIRMED,TRUE
ASSET_P07_QUALITY_QUALITY_FINE,P07 Quality QUALITY_FINE,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Quality/QUALITY_FINE; logical asset,CONFIRMED,TRUE
ASSET_P07_QUALITY_QUALITY_LEGACY,P07 Quality QUALITY_LEGACY,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Quality/QUALITY_LEGACY; logical asset,CONFIRMED,TRUE
ASSET_P07_QUALITY_QUALITY_RARE,P07 Quality QUALITY_RARE,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Quality/QUALITY_RARE; logical asset,CONFIRMED,TRUE
ASSET_P07_QUALITY_QUALITY_RELIC,P07 Quality QUALITY_RELIC,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Quality/QUALITY_RELIC; logical asset,CONFIRMED,TRUE
ASSET_P07_SLOT_ACCESSORY,P07 Slot ACCESSORY,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Slots/ACCESSORY; logical asset,CONFIRMED,TRUE
ASSET_P07_SLOT_ARMOR,P07 Slot ARMOR,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Slots/ARMOR; logical asset,CONFIRMED,TRUE
ASSET_P07_SLOT_HELMET,P07 Slot HELMET,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Slots/HELMET; logical asset,CONFIRMED,TRUE
ASSET_P07_SLOT_WEAPON,P07 Slot WEAPON,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Slots/WEAPON; logical asset,CONFIRMED,TRUE
ASSET_P07_STATE_EMPTY,P07 State EMPTY,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/State/EMPTY; logical asset,CONFIRMED,TRUE
ASSET_P07_STATE_ERROR,P07 State ERROR,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/State/ERROR; logical asset,CONFIRMED,TRUE
ASSET_P07_STATE_LOCKED,P07 State LOCKED,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/State/LOCKED; logical asset,CONFIRMED,TRUE
ASSET_P07_TIER_1,P07 Tier 1,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Tier/1; logical asset,CONFIRMED,TRUE
ASSET_P07_TIER_2,P07 Tier 2,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Tier/2; logical asset,CONFIRMED,TRUE
ASSET_P07_TIER_3,P07 Tier 3,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Tier/3; logical asset,CONFIRMED,TRUE
ASSET_P07_TIER_4,P07 Tier 4,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Tier/4; logical asset,CONFIRMED,TRUE
ASSET_P07_TIER_5,P07 Tier 5,INTERNAL,,1,2026-07-22,0,Project,TRUE,TRUE,FALSE,P07,address=P07/Tier/5; logical asset,CONFIRMED,TRUE
ASSET_P08_GOLD_KINGDOM,P08 Kingdom Gold,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Currency/KingdomGold,CONFIRMED,TRUE
ASSET_P08_GOLD_PERSONAL,P08 Personal Gold,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Currency/PersonalGold,CONFIRMED,TRUE
ASSET_P08_MERCHANT,P08 Merchant Portrait,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Merchant/Portrait,CONFIRMED,TRUE
ASSET_P08_POLICY_HIGH,P08 Policy High,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Policy/HIGH,CONFIRMED,TRUE
ASSET_P08_POLICY_LOW,P08 Policy Low,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Policy/LOW,CONFIRMED,TRUE
ASSET_P08_POLICY_STANDARD,P08 Policy Standard,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Policy/STANDARD,CONFIRMED,TRUE
ASSET_P08_SOLD_OUT,P08 Sold Out,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/State/SoldOut,CONFIRMED,TRUE
ASSET_P08_STATE_ERROR,P08 Error,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/State/Error,CONFIRMED,TRUE
ASSET_P08_STOCK,P08 Stock,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/State/Stock,CONFIRMED,TRUE
ASSET_P08_STORE_PANEL,P08 Store Panel,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Store/Panel,CONFIRMED,TRUE
ASSET_P08_TRANSACTION_IN,P08 Transaction In,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Transaction/In,CONFIRMED,TRUE
ASSET_P08_TRANSACTION_OUT,P08 Transaction Out,KingdomTycoon Editor Generator,,1,2026-07-23,0,PROJECT_INTERNAL,TRUE,TRUE,FALSE,P08 Store,address=P08/Transaction/Out,CONFIRMED,TRUE
