recipe_id,name_text_key,facility_id,facility_level,npc_proficiency_id,craft_seconds,quality_roll,status,enabled
REC_EQ_T3_WARRIOR_WEAPON,TXT_REC_EQ_T3_WARRIOR_WEAPON_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,60,TRUE,TUNABLE,TRUE
REC_EQ_T3_GUARDIAN_WEAPON,TXT_REC_EQ_T3_GUARDIAN_WEAPON_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,60,TRUE,TUNABLE,TRUE
REC_EQ_T3_ARCHER_WEAPON,TXT_REC_EQ_T3_ARCHER_WEAPON_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,60,TRUE,TUNABLE,TRUE
REC_EQ_T3_MAGE_WEAPON,TXT_REC_EQ_T3_MAGE_WEAPON_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,60,TRUE,TUNABLE,TRUE
REC_EQ_T3_CLERIC_WEAPON,TXT_REC_EQ_T3_CLERIC_WEAPON_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,60,TRUE,TUNABLE,TRUE
REC_EQ_T3_HEAVY_ARMOR,TXT_REC_EQ_T3_HEAVY_ARMOR_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,54,TRUE,TUNABLE,TRUE
REC_EQ_T3_HEAVY_HELMET,TXT_REC_EQ_T3_HEAVY_HELMET_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,42,TRUE,TUNABLE,TRUE
REC_EQ_T3_LIGHT_ARMOR,TXT_REC_EQ_T3_LIGHT_ARMOR_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,54,TRUE,TUNABLE,TRUE
REC_EQ_T3_LIGHT_HELMET,TXT_REC_EQ_T3_LIGHT_HELMET_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,42,TRUE,TUNABLE,TRUE
REC_EQ_T3_CLOTH_ARMOR,TXT_REC_EQ_T3_CLOTH_ARMOR_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,54,TRUE,TUNABLE,TRUE
REC_EQ_T3_CLOTH_HELMET,TXT_REC_EQ_T3_CLOTH_HELMET_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,42,TRUE,TUNABLE,TRUE
REC_EQ_T3_POWER_ACCESSORY,TXT_REC_EQ_T3_POWER_ACCESSORY_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,48,TRUE,TUNABLE,TRUE
REC_EQ_T3_GUARD_ACCESSORY,TXT_REC_EQ_T3_GUARD_ACCESSORY_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,48,TRUE,TUNABLE,TRUE
REC_EQ_T3_WISDOM_ACCESSORY,TXT_REC_EQ_T3_WISDOM_ACCESSORY_NAME,FAC_BLACKSMITH,3,NPC_SKILLED,48,TRUE,TUNABLE,TRUE
REC_EQ_T4_WARRIOR_WEAPON,TXT_REC_EQ_T4_WARRIOR_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,80,TRUE,TUNABLE,TRUE
REC_EQ_T4_GUARDIAN_WEAPON,TXT_REC_EQ_T4_GUARDIAN_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,80,TRUE,TUNABLE,TRUE
REC_EQ_T4_ARCHER_WEAPON,TXT_REC_EQ_T4_ARCHER_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,80,TRUE,TUNABLE,TRUE
REC_EQ_T4_MAGE_WEAPON,TXT_REC_EQ_T4_MAGE_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,80,TRUE,TUNABLE,TRUE
REC_EQ_T4_CLERIC_WEAPON,TXT_REC_EQ_T4_CLERIC_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,80,TRUE,TUNABLE,TRUE
REC_EQ_T4_HEAVY_ARMOR,TXT_REC_EQ_T4_HEAVY_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,72,TRUE,TUNABLE,TRUE
REC_EQ_T4_HEAVY_HELMET,TXT_REC_EQ_T4_HEAVY_HELMET_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,56,TRUE,TUNABLE,TRUE
REC_EQ_T4_LIGHT_ARMOR,TXT_REC_EQ_T4_LIGHT_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,72,TRUE,TUNABLE,TRUE
REC_EQ_T4_LIGHT_HELMET,TXT_REC_EQ_T4_LIGHT_HELMET_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,56,TRUE,TUNABLE,TRUE
REC_EQ_T4_CLOTH_ARMOR,TXT_REC_EQ_T4_CLOTH_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,72,TRUE,TUNABLE,TRUE
REC_EQ_T4_CLOTH_HELMET,TXT_REC_EQ_T4_CLOTH_HELMET_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,56,TRUE,TUNABLE,TRUE
REC_EQ_T4_POWER_ACCESSORY,TXT_REC_EQ_T4_POWER_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,64,TRUE,TUNABLE,TRUE
REC_EQ_T4_GUARD_ACCESSORY,TXT_REC_EQ_T4_GUARD_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,64,TRUE,TUNABLE,TRUE
REC_EQ_T4_WISDOM_ACCESSORY,TXT_REC_EQ_T4_WISDOM_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_ARTISAN,64,TRUE,TUNABLE,TRUE
REC_EQ_T5_WARRIOR_WEAPON,TXT_REC_EQ_T5_WARRIOR_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_MASTER,100,TRUE,TUNABLE,TRUE
REC_EQ_T5_GUARDIAN_WEAPON,TXT_REC_EQ_T5_GUARDIAN_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_MASTER,100,TRUE,TUNABLE,TRUE
REC_EQ_T5_ARCHER_WEAPON,TXT_REC_EQ_T5_ARCHER_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_MASTER,100,TRUE,TUNABLE,TRUE
REC_EQ_T5_MAGE_WEAPON,TXT_REC_EQ_T5_MAGE_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_MASTER,100,TRUE,TUNABLE,TRUE
REC_EQ_T5_CLERIC_WEAPON,TXT_REC_EQ_T5_CLERIC_WEAPON_NAME,FAC_BLACKSMITH,4,NPC_MASTER,100,TRUE,TUNABLE,TRUE
REC_EQ_T5_HEAVY_ARMOR,TXT_REC_EQ_T5_HEAVY_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_MASTER,90,TRUE,TUNABLE,TRUE
REC_EQ_T5_HEAVY_HELMET,TXT_REC_EQ_T5_HEAVY_HELMET_NAME,FAC_BLACKSMITH,4,NPC_MASTER,70,TRUE,TUNABLE,TRUE
REC_EQ_T5_LIGHT_ARMOR,TXT_REC_EQ_T5_LIGHT_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_MASTER,90,TRUE,TUNABLE,TRUE
REC_EQ_T5_LIGHT_HELMET,TXT_REC_EQ_T5_LIGHT_HELMET_NAME,FAC_BLACKSMITH,4,NPC_MASTER,70,TRUE,TUNABLE,TRUE
REC_EQ_T5_CLOTH_ARMOR,TXT_REC_EQ_T5_CLOTH_ARMOR_NAME,FAC_BLACKSMITH,4,NPC_MASTER,90,TRUE,TUNABLE,TRUE
REC_EQ_T5_CLOTH_HELMET,TXT_REC_EQ_T5_CLOTH_HELMET_NAME,FAC_BLACKSMITH,4,NPC_MASTER,70,TRUE,TUNABLE,TRUE
REC_EQ_T5_POWER_ACCESSORY,TXT_REC_EQ_T5_POWER_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_MASTER,80,TRUE,TUNABLE,TRUE
REC_EQ_T5_GUARD_ACCESSORY,TXT_REC_EQ_T5_GUARD_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_MASTER,80,TRUE,TUNABLE,TRUE
REC_EQ_T5_WISDOM_ACCESSORY,TXT_REC_EQ_T5_WISDOM_ACCESSORY_NAME,FAC_BLACKSMITH,4,NPC_MASTER,80,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_HYDRA_WARRIOR,TXT_REC_EQ_BOSS_HYDRA_WARRIOR_NAME,FAC_BLACKSMITH,4,NPC_MASTER,240,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_HYDRA_GUARDIAN,TXT_REC_EQ_BOSS_HYDRA_GUARDIAN_NAME,FAC_BLACKSMITH,4,NPC_MASTER,240,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_HYDRA_ARCHER,TXT_REC_EQ_BOSS_HYDRA_ARCHER_NAME,FAC_BLACKSMITH,4,NPC_MASTER,240,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_HYDRA_MAGE,TXT_REC_EQ_BOSS_HYDRA_MAGE_NAME,FAC_BLACKSMITH,4,NPC_MASTER,240,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_HYDRA_CLERIC,TXT_REC_EQ_BOSS_HYDRA_CLERIC_NAME,FAC_BLACKSMITH,4,NPC_MASTER,240,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_DRAGON_WARRIOR,TXT_REC_EQ_BOSS_DRAGON_WARRIOR_NAME,FAC_BLACKSMITH,4,NPC_MASTER,420,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_DRAGON_GUARDIAN,TXT_REC_EQ_BOSS_DRAGON_GUARDIAN_NAME,FAC_BLACKSMITH,4,NPC_MASTER,420,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_DRAGON_ARCHER,TXT_REC_EQ_BOSS_DRAGON_ARCHER_NAME,FAC_BLACKSMITH,4,NPC_MASTER,420,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_DRAGON_MAGE,TXT_REC_EQ_BOSS_DRAGON_MAGE_NAME,FAC_BLACKSMITH,4,NPC_MASTER,420,TRUE,TUNABLE,TRUE
REC_EQ_BOSS_DRAGON_CLERIC,TXT_REC_EQ_BOSS_DRAGON_CLERIC_NAME,FAC_BLACKSMITH,4,NPC_MASTER,420,TRUE,TUNABLE,TRUE
REC_POT_HEAL_SMALL,TXT_REC_POT_HEAL_SMALL_NAME,FAC_ALCHEMY,1,NPC_APPRENTICE,12,FALSE,TUNABLE,TRUE
REC_POT_HEAL_MEDIUM,TXT_REC_POT_HEAL_MEDIUM_NAME,FAC_ALCHEMY,2,NPC_SKILLED,24,FALSE,TUNABLE,TRUE
REC_POT_HEAL_LARGE,TXT_REC_POT_HEAL_LARGE_NAME,FAC_ALCHEMY,3,NPC_ARTISAN,45,FALSE,TUNABLE,TRUE
REC_POT_ANTIDOTE,TXT_REC_POT_ANTIDOTE_NAME,FAC_ALCHEMY,2,NPC_SKILLED,20,FALSE,TUNABLE,TRUE
REC_POT_POISON_RESIST,TXT_REC_POT_POISON_RESIST_NAME,FAC_ALCHEMY,3,NPC_ARTISAN,50,FALSE,TUNABLE,TRUE
REC_POT_FROST_RESIST,TXT_REC_POT_FROST_RESIST_NAME,FAC_ALCHEMY,4,NPC_MASTER,70,FALSE,TUNABLE,TRUE
REC_POT_RAID_POWER,TXT_REC_POT_RAID_POWER_NAME,FAC_ALCHEMY,4,NPC_MASTER,120,FALSE,TUNABLE,TRUE
